path,path_relative,label,label_id,split
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00142.jpg,animals\dogs\dogs_00142.jpg,dogs,1,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00692.jpg,animals\cats\cats_00692.jpg,cats,0,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00872.jpg,animals\cats\cats_00872.jpg,cats,0,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00482.jpg,animals\panda\panda_00482.jpg,panda,2,test
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00276.jpg,animals\dogs\dogs_00276.jpg,dogs,1,test
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00462.jpg,animals\cats\cats_00462.jpg,cats,0,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00926.jpg,animals\panda\panda_00926.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00099.jpg,animals\panda\panda_00099.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00284.jpg,animals\panda\panda_00284.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00237.jpg,animals\cats\cats_00237.jpg,cats,0,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00754.jpg,animals\cats\cats_00754.jpg,cats,0,val
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00192.jpg,animals\panda\panda_00192.jpg,panda,2,test
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00518.jpg,animals\dogs\dogs_00518.jpg,dogs,1,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00692.jpg,animals\panda\panda_00692.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00076.jpg,animals\dogs\dogs_00076.jpg,dogs,1,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00184.jpg,animals\panda\panda_00184.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00262.jpg,animals\panda\panda_00262.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00022.jpg,animals\dogs\dogs_00022.jpg,dogs,1,test
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00077.jpg,animals\cats\cats_00077.jpg,cats,0,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00583.jpg,animals\cats\cats_00583.jpg,cats,0,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00147.jpg,animals\cats\cats_00147.jpg,cats,0,test
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00320.jpg,animals\panda\panda_00320.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00331.jpg,animals\cats\cats_00331.jpg,cats,0,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00376.jpg,animals\dogs\dogs_00376.jpg,dogs,1,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00843.jpg,animals\cats\cats_00843.jpg,cats,0,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00426.jpg,animals\panda\panda_00426.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00584.jpg,animals\dogs\dogs_00584.jpg,dogs,1,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00835.jpg,animals\dogs\dogs_00835.jpg,dogs,1,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00462.jpg,animals\panda\panda_00462.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00164.jpg,animals\cats\cats_00164.jpg,cats,0,test
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00465.jpg,animals\cats\cats_00465.jpg,cats,0,test
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00714.jpg,animals\panda\panda_00714.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00932.jpg,animals\panda\panda_00932.jpg,panda,2,test
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00782.jpg,animals\cats\cats_00782.jpg,cats,0,test
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00873.jpg,animals\cats\cats_00873.jpg,cats,0,val
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00168.jpg,animals\panda\panda_00168.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00824.jpg,animals\dogs\dogs_00824.jpg,dogs,1,test
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00491.jpg,animals\dogs\dogs_00491.jpg,dogs,1,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00537.jpg,animals\dogs\dogs_00537.jpg,dogs,1,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00397.jpg,animals\dogs\dogs_00397.jpg,dogs,1,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00536.jpg,animals\dogs\dogs_00536.jpg,dogs,1,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00229.jpg,animals\panda\panda_00229.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00017.jpg,animals\dogs\dogs_00017.jpg,dogs,1,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00452.jpg,animals\cats\cats_00452.jpg,cats,0,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00252.jpg,animals\panda\panda_00252.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00551.jpg,animals\dogs\dogs_00551.jpg,dogs,1,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00757.jpg,animals\panda\panda_00757.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00832.jpg,animals\dogs\dogs_00832.jpg,dogs,1,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00040.jpg,animals\panda\panda_00040.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00196.jpg,animals\cats\cats_00196.jpg,cats,0,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00548.jpg,animals\dogs\dogs_00548.jpg,dogs,1,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00917.jpg,animals\panda\panda_00917.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00138.jpg,animals\dogs\dogs_00138.jpg,dogs,1,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00795.jpg,animals\dogs\dogs_00795.jpg,dogs,1,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00805.jpg,animals\panda\panda_00805.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00559.jpg,animals\panda\panda_00559.jpg,panda,2,val
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00598.jpg,animals\panda\panda_00598.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00568.jpg,animals\panda\panda_00568.jpg,panda,2,test
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00591.jpg,animals\dogs\dogs_00591.jpg,dogs,1,test
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00170.jpg,animals\dogs\dogs_00170.jpg,dogs,1,test
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00648.jpg,animals\panda\panda_00648.jpg,panda,2,test
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00680.jpg,animals\dogs\dogs_00680.jpg,dogs,1,val
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00119.jpg,animals\panda\panda_00119.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00812.jpg,animals\cats\cats_00812.jpg,cats,0,val
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00313.jpg,animals\dogs\dogs_00313.jpg,dogs,1,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00519.jpg,animals\cats\cats_00519.jpg,cats,0,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00148.jpg,animals\cats\cats_00148.jpg,cats,0,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00748.jpg,animals\panda\panda_00748.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00375.jpg,animals\dogs\dogs_00375.jpg,dogs,1,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00103.jpg,animals\dogs\dogs_00103.jpg,dogs,1,val
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00059.jpg,animals\dogs\dogs_00059.jpg,dogs,1,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00980.jpg,animals\dogs\dogs_00980.jpg,dogs,1,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00825.jpg,animals\cats\cats_00825.jpg,cats,0,test
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00066.jpg,animals\panda\panda_00066.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00566.jpg,animals\panda\panda_00566.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00260.jpg,animals\dogs\dogs_00260.jpg,dogs,1,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00209.jpg,animals\panda\panda_00209.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00113.jpg,animals\panda\panda_00113.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00107.jpg,animals\panda\panda_00107.jpg,panda,2,test
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00504.jpg,animals\dogs\dogs_00504.jpg,dogs,1,test
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00264.jpg,animals\dogs\dogs_00264.jpg,dogs,1,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00274.jpg,animals\panda\panda_00274.jpg,panda,2,val
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00901.jpg,animals\dogs\dogs_00901.jpg,dogs,1,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00446.jpg,animals\cats\cats_00446.jpg,cats,0,val
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00113.jpg,animals\cats\cats_00113.jpg,cats,0,val
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00190.jpg,animals\dogs\dogs_00190.jpg,dogs,1,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00678.jpg,animals\panda\panda_00678.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00877.jpg,animals\dogs\dogs_00877.jpg,dogs,1,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00948.jpg,animals\dogs\dogs_00948.jpg,dogs,1,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00413.jpg,animals\dogs\dogs_00413.jpg,dogs,1,test
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00254.jpg,animals\cats\cats_00254.jpg,cats,0,val
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00549.jpg,animals\cats\cats_00549.jpg,cats,0,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00494.jpg,animals\dogs\dogs_00494.jpg,dogs,1,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00316.jpg,animals\panda\panda_00316.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00478.jpg,animals\dogs\dogs_00478.jpg,dogs,1,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00047.jpg,animals\panda\panda_00047.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00795.jpg,animals\panda\panda_00795.jpg,panda,2,test
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00747.jpg,animals\cats\cats_00747.jpg,cats,0,test
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00742.jpg,animals\panda\panda_00742.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00773.jpg,animals\cats\cats_00773.jpg,cats,0,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00769.jpg,animals\dogs\dogs_00769.jpg,dogs,1,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00553.jpg,animals\panda\panda_00553.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00220.jpg,animals\panda\panda_00220.jpg,panda,2,val
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00305.jpg,animals\dogs\dogs_00305.jpg,dogs,1,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00810.jpg,animals\cats\cats_00810.jpg,cats,0,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00539.jpg,animals\panda\panda_00539.jpg,panda,2,test
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00090.jpg,animals\cats\cats_00090.jpg,cats,0,test
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00976.jpg,animals\dogs\dogs_00976.jpg,dogs,1,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00394.jpg,animals\cats\cats_00394.jpg,cats,0,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00471.jpg,animals\panda\panda_00471.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00252.jpg,animals\dogs\dogs_00252.jpg,dogs,1,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00046.jpg,animals\cats\cats_00046.jpg,cats,0,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00106.jpg,animals\panda\panda_00106.jpg,panda,2,val
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00800.jpg,animals\cats\cats_00800.jpg,cats,0,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00573.jpg,animals\panda\panda_00573.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00449.jpg,animals\cats\cats_00449.jpg,cats,0,val
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00799.jpg,animals\dogs\dogs_00799.jpg,dogs,1,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00015.jpg,animals\cats\cats_00015.jpg,cats,0,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00941.jpg,animals\cats\cats_00941.jpg,cats,0,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00078.jpg,animals\cats\cats_00078.jpg,cats,0,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00988.jpg,animals\cats\cats_00988.jpg,cats,0,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00158.jpg,animals\panda\panda_00158.jpg,panda,2,val
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00930.jpg,animals\dogs\dogs_00930.jpg,dogs,1,test
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00402.jpg,animals\panda\panda_00402.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00539.jpg,animals\cats\cats_00539.jpg,cats,0,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00593.jpg,animals\cats\cats_00593.jpg,cats,0,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00658.jpg,animals\panda\panda_00658.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00011.jpg,animals\cats\cats_00011.jpg,cats,0,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00288.jpg,animals\cats\cats_00288.jpg,cats,0,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00205.jpg,animals\cats\cats_00205.jpg,cats,0,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00177.jpg,animals\panda\panda_00177.jpg,panda,2,val
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00631.jpg,animals\dogs\dogs_00631.jpg,dogs,1,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00039.jpg,animals\panda\panda_00039.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00726.jpg,animals\panda\panda_00726.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00451.jpg,animals\panda\panda_00451.jpg,panda,2,test
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00753.jpg,animals\panda\panda_00753.jpg,panda,2,test
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00150.jpg,animals\panda\panda_00150.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00086.jpg,animals\cats\cats_00086.jpg,cats,0,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00153.jpg,animals\cats\cats_00153.jpg,cats,0,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00291.jpg,animals\panda\panda_00291.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00531.jpg,animals\dogs\dogs_00531.jpg,dogs,1,test
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00927.jpg,animals\panda\panda_00927.jpg,panda,2,test
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00870.jpg,animals\dogs\dogs_00870.jpg,dogs,1,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00175.jpg,animals\panda\panda_00175.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00749.jpg,animals\cats\cats_00749.jpg,cats,0,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00459.jpg,animals\cats\cats_00459.jpg,cats,0,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00948.jpg,animals\panda\panda_00948.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00720.jpg,animals\dogs\dogs_00720.jpg,dogs,1,test
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00377.jpg,animals\cats\cats_00377.jpg,cats,0,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00966.jpg,animals\panda\panda_00966.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00040.jpg,animals\dogs\dogs_00040.jpg,dogs,1,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00752.jpg,animals\panda\panda_00752.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00379.jpg,animals\cats\cats_00379.jpg,cats,0,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00022.jpg,animals\panda\panda_00022.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00279.jpg,animals\cats\cats_00279.jpg,cats,0,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00727.jpg,animals\panda\panda_00727.jpg,panda,2,val
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00891.jpg,animals\cats\cats_00891.jpg,cats,0,test
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00795.jpg,animals\cats\cats_00795.jpg,cats,0,test
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00897.jpg,animals\cats\cats_00897.jpg,cats,0,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00183.jpg,animals\panda\panda_00183.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00334.jpg,animals\panda\panda_00334.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00530.jpg,animals\panda\panda_00530.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00980.jpg,animals\cats\cats_00980.jpg,cats,0,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00623.jpg,animals\cats\cats_00623.jpg,cats,0,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00357.jpg,animals\dogs\dogs_00357.jpg,dogs,1,test
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00143.jpg,animals\dogs\dogs_00143.jpg,dogs,1,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00706.jpg,animals\dogs\dogs_00706.jpg,dogs,1,test
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00833.jpg,animals\dogs\dogs_00833.jpg,dogs,1,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00525.jpg,animals\cats\cats_00525.jpg,cats,0,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00421.jpg,animals\dogs\dogs_00421.jpg,dogs,1,val
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00827.jpg,animals\dogs\dogs_00827.jpg,dogs,1,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00615.jpg,animals\dogs\dogs_00615.jpg,dogs,1,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00416.jpg,animals\panda\panda_00416.jpg,panda,2,val
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00712.jpg,animals\cats\cats_00712.jpg,cats,0,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00530.jpg,animals\dogs\dogs_00530.jpg,dogs,1,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00272.jpg,animals\cats\cats_00272.jpg,cats,0,test
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00186.jpg,animals\panda\panda_00186.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\cats\cats_00634.jpg,animals\cats\cats_00634.jpg,cats,0,test
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00218.jpg,animals\panda\panda_00218.jpg,panda,2,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\panda\panda_00068.jpg,animals\panda\panda_00068.jpg,panda,2,val
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00560.jpg,animals\dogs\dogs_00560.jpg,dogs,1,train
D:\GitHub\Universidad\Inteligencia_Artificial\gatos_perros_pandas\animals\dogs\dogs_00442.jpg,animals\dogs\dogs_00442.jpg,dogs,1,val
